Monthly Redistribution Visits by Docking Station,,,,,
January 2017 - July 2017,,,,,
,,,,,
Month,Docking Station,Docking Points,Collection Visits,Distribution Visits,"Total Visits"
Month,Docking Station,Docking Points Constructed,Collection Visits,Distribution Vistis,Total Visits
Mar-17,"Brook Green South, Brook Green",33,3,3,6
Mar-17,"Broomhouse Lane, Parsons Green",29,0,1,1
Mar-17,"Brunswick Square, Bloomsbury",24,9,3,12
Mar-17,"Brushfield Street, Liverpool Street",34,78,19,97
Mar-17,"Bruton Street, Mayfair",21,26,0,26
Mar-17,"Buckingham Gate, Westminster",16,37,8,45
Mar-17,"Bunhill Row, Moorgate",30,43,2,45
Mar-17,"Burdett Road, Mile End",33,2,0,2
Mar-17,"Bury Place, Holborn",21,22,16,38
Mar-17,"Butler Place, Westminster",18,54,21,75
Mar-17,"Buxton Street, Bangla Town",41,2,6,8
Mar-17,"Cadogan Close, Victoria Park",22,2,2,4
Mar-17,"Cadogan Gardens, Sloane Square",15,18,0,18
Mar-17,"Cadogan Place, Knightsbridge",34,12,0,12
Mar-17,"Caldwell Street, Stockwell",43,7,13,20
Mar-17,"Calshot Street, King's Cross",24,3,11,14
Mar-17,"Campden Hill Road, Notting Hill",17,0,14,14
Mar-17,"Canton Street, Poplar",23,0,0,0
Mar-17,"Cantrell Road, Bow",24,0,3,3
Mar-17,"Carey Street, Holborn",16,15,8,23
Mar-17,"Carnegie Street, King's Cross",40,0,16,16
Mar-17,"Cartwright Gardens, Bloomsbury",22,3,16,19
Mar-17,"Castalia Square, Cubitt Town",37,2,0,2
Mar-17,"Castlehaven Road, Camden Town",29,3,8,11
Mar-17,"Central House, Whitechapel",18,3,4,7
Mar-17,"Cephas Street, Bethnal Green",24,0,8,8
Mar-17,"Chadwell Street, Angel",18,2,19,21
Mar-17,"Chancery Lane, Holborn",15,19,10,29
Mar-17,"Chapel Place, Marylebone",29,15,1,16
Mar-17,"Charing Cross Hospital, Hammersmith",21,2,0,2
Mar-17,"Charlbert Street, St. John's Wood",16,2,19,21
Mar-17,"Charles II Street, West End",24,18,3,21
Mar-17,"Charlotte Street, Fitzrovia",14,10,3,13
Mar-17,"Charlotte Terrace, Angel",25,1,23,24
Mar-17,"Cheapside, Bank",43,56,41,97
Mar-17,"Chelsea Bridge, Pimlico",15,1,14,15
Mar-17,"Chelsea Green, Chelsea",27,3,0,3
Mar-17,"Chepstow Villas, Notting Hill",26,2,13,15
Mar-17,"Cheshire Street, Bethnal Green",28,3,12,15
Mar-17,"Chesilton Road, Fulham",23,1,4,5
Mar-17,"Chrisp Street Market, Poplar",18,0,1,1
Mar-17,"Christian Street, Whitechapel",34,4,17,21
Mar-17,"Christopher Street, Liverpool Street",32,26,2,28
Mar-17,"City Road, Angel",47,6,17,23
Mar-17,"Clapham Common Northside, Clapham Common",37,6,15,21
Mar-17,"Clapham Road, Lingham Street, Stockwell",30,2,7,9
Mar-17,"Claremont Square, Angel",18,0,48,48
Mar-17,"Clarence Walk, Stockwell",28,1,6,7
Mar-17,"Clarendon Road, Avondale",24,0,1,1
Mar-17,"Clarges Street, West End",16,7,1,8
Mar-17,"Clarkson Street, Bethnal Green",31,1,6,7
Mar-17,"Claverton Street, Pimlico",32,2,12,14
Mar-17,"Cleaver Street, Kennington",16,9,5,14
Mar-17,"Clerkenwell Green, Clerkenwell",21,26,7,33
Mar-17,"Cleveland Gardens, Bayswater",16,2,14,16
Mar-17,"Cleveland Way, Bethnal Green",36,3,5,8
Mar-17,"Clifford Street, Mayfair",27,35,3,38
Mar-17,"Clifton Road, Maida Vale",22,1,10,11
Mar-17,"Clifton Street, Shoreditch",24,13,1,14
Mar-17,"Clinton Road, Mile End",36,8,3,11
Mar-17,"Cloudesley Road, Angel",20,5,34,39
Mar-17,"Colet Gardens, Hammersmith",30,4,0,4
Mar-17,"Collingham Gardens, Earl's Court",14,4,19,23
Mar-17,"Colombo Street, Southwark",15,7,1,8
Mar-17,"Columbia Road, Weavers",24,4,13,17
Mar-17,"Commercial Street, Shoreditch",16,19,1,20
Mar-17,"Concert Hall Approach, South Bank",28,27,19,46
Mar-17,"Concert Hall Approach, South Bank",28,48,30,78
Mar-17,"Coomer Place, West Kensington",27,1,7,8
Mar-17,"Copper Box Arena, QEOP",33,0,2,2
Mar-17,"Coram Street, Camden",29,2,7,9
Mar-17,"Cotton Garden Estate, Kennington",24,1,8,9
Mar-17,"Courland Grove, Wandsworth Road",40,2,10,12
Mar-17,"Crabtree Lane, Fulham",27,2,4,6
Mar-17,"Craven Street, Strand",23,54,33,87
Mar-17,"Crawford Street, Marylebone",18,0,11,11
Mar-17,"Crinan Street, King's Cross",20,4,1,5
Mar-17,"Crisp Road, Hammersmith",46,0,0,0
Mar-17,"Cromer Street, Bloomsbury",28,3,9,12
Mar-17,"Crosswall, Tower",34,36,9,45
Mar-17,"Culvert Road, Battersea",27,0,2,2
Mar-17,"Curlew Street, Shad Thames",21,3,9,12
Mar-17,"Curzon Street, Mayfair",16,24,4,28
Mar-17,"Danvers Street, West Chelsea",21,3,3,6
Mar-17,"De Vere Gardens, Kensington",29,0,21,21
Mar-17,"Denyer Street, Knightsbridge",30,2,0,2
Mar-17,"Derry Street, Kensington",18,14,1,15
Mar-17,"Devons Road, Bow",39,0,2,2
Mar-17,"Devonshire Square, Liverpool Street",16,12,6,18
Mar-17,"Devonshire Terrace, Bayswater",15,2,21,23
Mar-17,"Dickens Square, The Borough",32,5,1,6
Mar-17,"Disraeli Road, Putney",33,3,1,4
Mar-17,"Do not use, Not to be used",Not to be used,84,1,85
Mar-17,"Do not use, Not to be used",Not to be used,36,2,38
Mar-17,"Do not use, Not to be used",Not to be used,84,1,85
Mar-17,"Do not use, Not to be used",Not to be used,36,2,38
Mar-17,"Dock Street, Wapping",30,7,3,10
Mar-17,"Doddington Grove, Kennington",36,4,8,12
Mar-17,"Doric Way, Somers Town",31,36,45,81
Mar-17,"Dorothy Road, Clapham Junction",28,0,8,8
Mar-17,"Dorset Square, Marylebone",16,29,13,42
Mar-17,"Drayton Gardens, Chelsea",18,12,2,14
Mar-17,"Driffield Road, Old Ford",19,3,2,5
Mar-17,"Drummond Street, Euston",28,45,51,96
Mar-17,"Drury Lane, Covent Garden",27,38,22,60
Mar-17,"Duke Street Hill, London Bridge",21,17,0,17
Mar-17,"Dunston Road, Haggerston",43,5,14,19
Mar-17,"Durant Street, Bethnal Green",24,4,18,22
Mar-17,"Eagle Wharf Road, Hoxton",45,5,55,60
Mar-17,"Earnshaw Street, Covent Garden",18,18,8,26
Mar-17,"East Ferry Road, Cubitt Town",17,0,0,0
Mar-17,"East India DLR, Blackwall",51,1,1,2
Mar-17,"East Road, Hoxton",27,9,10,19
Mar-17,"East Village, QEOP",34,1,0,1
Mar-17,"Eastbourne Mews, Paddington",34,1,22,23
Mar-17,"Eaton Square (South), Belgravia",31,5,0,5
Mar-17,"Eaton Square, Belgravia",20,1,9,10
Mar-17,"Ebury Bridge, Pimlico",29,7,4,11
Mar-17,"Eccleston Place, Victoria",19,3,9,12
Mar-17,"Edgware Road Station, Paddington",64,8,22,30
Mar-17,"Eel Brook Common, Walham Green",24,3,3,6
Mar-17,"Elizabeth Bridge, Victoria",34,3,0,3
Mar-17,"Elysium Place, Fulham",21,1,5,6
Mar-17,"Embankment (Savoy), Strand",42,15,0,15
Mar-17,"Emperor's Gate, South Kensington",22,1,4,5
Mar-17,"Empire Square, The Borough",46,10,4,14
Mar-17,"Endsleigh Gardens, Euston",32,51,41,92
Mar-17,"Erin Close, Walham Green",24,3,5,8
Mar-17,"Esmond Street, Putney",30,0,1,1
Mar-17,"Ethelburga Estate, Battersea Park",30,4,6,10
Mar-17,"Euston Road, Euston",24,23,25,48
Mar-17,"Everington Street, Fulham",31,0,7,7
Mar-17,"Eversholt Street, Camden Town",16,3,12,15
Mar-17,"Evesham Street, Avondale",29,3,0,3
Mar-17,"Exhibition Road Museums, South Kensington",22,7,12,19
Mar-17,"Exhibition Road, Knightsbridge",20,74,30,104
Mar-17,"Falcon Road, Clapham Junction",28,1,3,4
Mar-17,"Falkirk Street, Hoxton",26,2,6,8
Mar-17,"Fanshaw Street, Hoxton",34,3,18,21
Mar-17,"Farm Street, Mayfair",15,11,3,14
Mar-17,"Farringdon Lane, Clerkenwell",16,14,8,22
Mar-17,"Fashion Street, Whitechapel",30,10,5,15
Mar-17,"Fawcett Close, Battersea",36,1,2,3
Mar-17,"Felsham Road, Putney",18,8,0,8
Mar-17,"Finlay Street, Fulham",18,0,1,1
Mar-17,"Finnis Street, Bethnal Green",29,1,11,12
Mar-17,"Finsbury Circus, Liverpool Street",32,54,9,63
Mar-17,"Finsbury Leisure Centre, St. Luke's",20,5,10,15
Mar-17,"Finsbury Library, Finsbury",29,4,5,9
Mar-17,"Finsbury Square, Moorgate",33,33,4,37
Mar-17,"Fire Brigade Pier, Vauxhall",30,4,20,24
Mar-17,"Fishermans Walk West, Canary Wharf",36,0,0,0
Mar-17,"Flamborough Street, Limehouse",25,3,2,5
Mar-17,"Flood Street, Chelsea",18,10,4,14
Mar-17,"Ford Road, Old Ford",18,2,7,9
Mar-17,"Fore Street, Guildhall",19,26,8,34
Mar-17,"Fournier Street, Whitechapel",18,16,2,18
Mar-17,"Frampton Street, Paddington",32,0,11,11
Mar-17,"Freston Road, Avondale",23,1,0,1
Mar-17,"Frith Street, Soho",18,22,2,24
Mar-17,"Fulham Broadway, Walham Green",26,1,5,6
Mar-17,"Fulham Park Road, Fulham",27,1,3,4
Mar-17,"Furze Green, Bow",36,0,1,1
Mar-17,"Garnet Street, Shadwell",24,3,12,15
Mar-17,"Gaywood Street, Elephant & Castle",45,1,0,1
Mar-17,"Gaywood Street, Elephant & Castle",45,4,4,8
Mar-17,"George Place Mews, Marylebone",16,3,6,9
Mar-17,"George Street, Marylebone",26,6,0,6
Mar-17,"Geraldine Street, Elephant & Castle",17,2,7,9
Mar-17,"Globe Town Market, Bethnal Green",20,2,14,16
Mar-17,"Gloucester Avenue, Camden Town",24,5,14,19
Mar-17,"Gloucester Road (Central), South Kensington",19,3,3,6
Mar-17,"Gloucester Road (North), Kensington",16,6,2,8
Mar-17,"Gloucester Road Station, South Kensington",15,7,1,8
Mar-17,"Gloucester Street, Pimlico",25,9,18,27
Mar-17,"Gloucester Terrace, Bayswater",23,0,7,7
Mar-17,"Godliman Street, St. Paul's",25,66,33,99
Mar-17,"Golden Lane, Barbican",27,19,3,22
Mar-17,"Golden Square, Soho",18,24,5,29
Mar-17,"Goldsmiths Row, Haggerston",27,6,15,21
Mar-17,"Good's Way, King's Cross",27,4,6,10
Mar-17,"Goswell Road (City Uni), Finsbury",17,3,14,17
Mar-17,"Gower Place, Euston",17,15,21,36
Mar-17,"Grafton Street, Mayfair",18,20,2,22
Mar-17,"Graham Street, Angel",26,3,34,37
Mar-17,"Granby Street, Shoreditch",37,1,16,17
Mar-17,"Grant Road, Clapham Junction",120,6,10,16
Mar-17,"Grant Road, Clapham Junction",120,6,10,16
Mar-17,"Grant Road, Clapham Junction",120,8,2,10
Mar-17,"Grant Road, Clapham Junction",120,8,2,10
Mar-17,"Grant Road, Clapham Junction",120,18,1,19
Mar-17,"Grant Road, Clapham Junction",120,18,1,19
Mar-17,"Grant Road, Clapham Junction",120,8,2,10
Mar-17,"Grant Road, Clapham Junction",120,6,10,16
Mar-17,"Grant Road, Clapham Junction",120,18,1,19
Mar-17,"Great Dover Street, The Borough",33,3,13,16
Mar-17,"Great Marlborough Street, Soho",41,22,3,25
Mar-17,"Great Percy Street, Clerkenwell",23,6,27,33
Mar-17,"Great Russell Street, Bloomsbury",26,16,5,21
Mar-17,"Great Suffolk Street, The Borough",21,2,8,10
Mar-17,"Great Titchfield Street, Fitzrovia",19,10,1,11
Mar-17,"Great Tower Street, Monument",24,49,13,62
Mar-17,"Green Park Station, West End",28,36,15,51
Mar-17,"Green Street, Mayfair",19,7,10,17
Mar-17,"Greenberry Street, St. John's Wood",24,1,12,13
Mar-17,"Greenland Road, Camden Town",36,7,3,10
Mar-17,"Grenfell Road, Avondale",24,1,0,1
Mar-17,"Greycoat Street, Westminster",17,15,6,21
Mar-17,"Greyhound Road, Hammersmith",37,0,2,2
Mar-17,"Grosvenor Crescent, Belgravia",18,2,2,4
Mar-17,"Grosvenor Road, Pimlico",29,0,16,16
Mar-17,"Grosvenor Square, Mayfair",17,25,6,31
Mar-17,"Grove End Road, St. John's Wood",20,0,12,12
Mar-17,"Guildhouse Street, Victoria",16,12,0,12
Mar-17,"Guilford Street, Bloomsbury",38,11,6,17
Mar-17,"Gunmakers Lane, Old Ford",17,2,8,10
Mar-17,"Gwendwr Road, West Kensington",30,0,3,3
Mar-17,"Haggerston Road, Haggerston",37,2,5,7
Mar-17,"Halford Road, Fulham",24,4,7,11
Mar-17,"Hammersmith Road, Hammersmith",22,2,1,3
Mar-17,"Hammersmith Town Hall, Hammersmith",28,7,0,7
Mar-17,"Hampstead Road (Cartmel), Euston",16,2,6,8
Mar-17,"Hampstead Road, Euston",54,7,34,41
Mar-17,"Hampton Street, Walworth",21,2,14,16
Mar-17,"Handyside Street, King's Cross",27,1,9,10
Mar-17,"Hansard Mews, Shepherds Bush",20,1,1,2
Mar-17,"Harcourt Terrace, West Brompton",24,1,7,8
Mar-17,"Hardwick Street, Clerkenwell",30,2,24,26
Mar-17,"Harford Street, Mile End",23,0,8,8
Mar-17,"Harper Road, The Borough",42,1,1,2
Mar-17,"Harriet Street, Knightsbridge",27,6,2,8
Mar-17,"Harrington Square, Camden Town",65,4,8,12
Mar-17,"Harrington Square, Camden Town",65,2,4,6
Mar-17,"Harrowby Street, Marylebone",16,2,15,17
Mar-17,"Hartington Road, Stockwell",35,4,0,4
Mar-17,"Hatton Garden, Holborn",28,54,54,108
Mar-17,"Hatton Wall, Holborn",26,58,37,95
Mar-17,"Hawley Crescent, Camden Town",22,6,3,9
Mar-17,"Heath Road, Battersea",27,3,5,8
Mar-17,"Here East North, Queen Elizabeth Olympic Park",24,2,0,2
Mar-17,"Here East South, Queen Elizabeth Olympic Park",,0,1,1
Mar-17,"Hereford Road, Bayswater",22,1,14,15
Mar-17,"Hermitage Court, Wapping",16,3,9,12
Mar-17,"Heron Quays DLR, Canary Wharf",27,1,0,1
Mar-17,"Hertford Road, De Beauvoir Town",25,3,19,22
Mar-17,"Hewison Street, Old Ford",19,1,3,4
Mar-17,"Hibbert Street, Battersea",36,2,0,2
Mar-17,"High Holborn, Covent Garden",17,13,5,18
Mar-17,"Hinde Street, Marylebone",21,33,9,42
Mar-17,"Holborn Circus, Holborn",39,107,90,197
Mar-17,"Holden Street, Battersea",19,2,5,7
Mar-17,"Holland Park, Kensington",30,0,11,11
Mar-17,"Hollybush Gardens, Bethnal Green",32,7,2,9
Mar-17,"Holy Trinity Brompton, Knightsbridge",28,11,0,11
Mar-17,"Hop Exchange, The Borough",57,100,0,100
Mar-17,"Horseferry Road, Westminster",16,51,37,88
Mar-17,"Hortensia Road, West Brompton",28,1,3,4
Mar-17,"Houghton Street, Strand",15,13,5,18
Mar-17,"Houndsditch, Aldgate",28,13,0,13
Mar-17,"Howick Place, Westminster",28,50,6,56
Mar-17,"Howland Street, Fitzrovia",30,10,5,15
Mar-17,"Hoxton Station, Haggerston",22,3,18,21
Mar-17,"Hoxton Street, Hoxton",27,3,11,14
Mar-17,"Humbolt Road, Fulham",27,1,5,6
Mar-17,"Hurlingham Park, Parsons Green",20,1,2,3
Mar-17,"Hyde Park Corner, Hyde Park",28,1,3,4
Mar-17,"Ilchester Gardens, Bayswater",21,1,17,18
Mar-17,"Ilchester Place, Kensington",24,0,4,4
Mar-17,"Imperial College, Knightsbridge",21,29,13,42
Mar-17,"Imperial Road, Sands End",37,0,3,3
Mar-17,Imperial Wharf Station,25,3,1,4
Mar-17,"Ingrave Street, Battersea",30,2,6,8
Mar-17,"Irene Road, Parsons Green",43,3,3,6
Mar-17,"Islington Green, Angel",21,13,29,42
Mar-17,"Jewry Street, Aldgate",17,14,4,18
Mar-17,"Jubilee Cresent, Cubitt Town",53,0,3,3
Mar-17,"Jubilee Gardens, South Bank",30,51,17,68
Mar-17,"Jubilee Plaza, Canary Wharf",63,0,0,0
Mar-17,"Jubilee Street, Stepney",28,1,17,18
Mar-17,"Kennington Cross, Kennington",29,13,20,33
Mar-17,"Kennington Lane Rail Bridge, Vauxhall",36,1,0,1
Mar-17,"Kennington Lane Tesco, Vauxhall",15,13,0,13
Mar-17,"Kennington Oval, Oval",32,8,8,16
Mar-17,"Kennington Road Post Office, Oval",18,6,12,18
Mar-17,"Kennington Road, Vauxhall",36,5,18,23
Mar-17,"Kennington Station, Kennington",23,5,0,5
Mar-17,"Kensington Church Street, Kensington",17,1,3,4
Mar-17,"Kensington Gore, Knightsbridge",23,1,14,15
Mar-17,"Kensington Olympia Station, Olympia",25,0,4,4
Mar-17,"Kensington Town Hall, Kensington",18,0,5,5
Mar-17,"Killick Street, King's Cross",22,1,6,7
Mar-17,"King Edward Street, St Pauls",20,58,20,78
Mar-17,"King Edward Walk, Waterloo",22,0,6,6
Mar-17,"Kings Gate House, Westminster",24,26,4,30
Mar-17,"Kingsway Southbound, Strand",33,21,1,22
Mar-17,"Kingsway, Covent Garden",16,9,12,21
Mar-17,"Knaresborough Place, Earl's Court",18,2,7,9
Mar-17,"Knightsbridge, Hyde Park",43,0,20,20
Mar-17,"Ladbroke Grove Central, Notting Hill",21,0,17,17
Mar-17,"Lambeth North Station, Waterloo",20,5,8,13
Mar-17,"Lambeth Palace Road, Waterloo",34,16,6,22
Mar-17,"Lambeth Road, Vauxhall",18,2,19,21
Mar-17,"Lancaster Drive, Blackwall",27,2,0,2
Mar-17,"Lancaster Gate, Bayswater",38,0,22,22
Mar-17,"Langdon Park, Poplar",24,0,0,0
Mar-17,"Lansdowne Road, Ladbroke Grove",30,2,5,7
Mar-17,"Lansdowne Walk, Notting Hill",21,0,11,11
Mar-17,"Lansdowne Way Bus Garage, Stockwell",28,3,1,4
Mar-17,"Lavington Street, Bankside",29,9,8,17
Mar-17,"Lee Valley Velo Park, QEOP",44,0,2,2
Mar-17,"Leman Street, Aldgate",37,3,7,10
Mar-17,"Leonard Circus, Shoreditch",41,6,1,7
Mar-17,"Lexham Gardens, Kensington",19,1,8,9
Mar-17,"Lightermans Road, Millwall",57,3,0,3
Mar-17,"Limburg Road, Clapham Common",21,0,4,4
Mar-17,"Limerston Street, Chelsea",18,5,1,6
Mar-17,"Lincoln's Inn Fields, Holborn",28,16,4,20
Mar-17,"Lindfield Street, Poplar",43,0,2,2
Mar-17,"Lisson Grove, St. John's Wood",18,1,12,13
Mar-17,"Little Argyll Street, West End",21,36,8,44
Mar-17,"Little Brook Green, Brook Green",33,2,0,2
Mar-17,"Liverpool Road (N1 Centre), Angel",24,7,19,26
Mar-17,"LMU Commercial Road, Whitechapel",14,2,11,13
Mar-17,"Lodge Road, St. John's Wood",18,1,1,2
Mar-17,"Lollard Street, Vauxhall",25,7,28,35
Mar-17,"London Aquatics Centre, QEOP",64,5,0,5
Mar-17,"London Zoo Car Park, Regent's Park",36,2,6,8
Mar-17,"London Zoo, Regent's Park",32,1,6,7
Mar-17,"Long Lane, Bermondsey",20,3,8,11
Mar-17,"Longford Street, Regent's Park",21,2,13,15
Mar-17,"Lord's, St. John's Wood",24,0,6,6
Mar-17,"Lots Road, West Chelsea",24,0,6,6
Mar-17,"Lower Marsh, Waterloo",17,7,3,10
Mar-17,"Lower Thames Street, Monument",24,5,1,6
Mar-17,"LSBU (Borough Road), Elephant & Castle",35,1,3,4
Mar-17,"Macclesfield Road, St. Luke's",28,5,26,31
Mar-17,"Maclise Road, Olympia",26,0,3,3
Mar-17,"Malet Street, Bloomsbury",40,32,21,53
Mar-17,"Mallory Street, Marylebone",20,0,8,8
Mar-17,"Malmesbury Road, Bow",21,1,1,2
Mar-17,"Manbre Road, Hammersmith",28,0,2,2
Mar-17,"Manfred Road, East Putney",29,0,4,4
Mar-17,"Manfred Road, East Putney",29,0,1,1
Mar-17,"Manresa Road, Chelsea",18,11,0,11
Mar-17,"Margery Street, Clerkenwell",19,3,12,15
Mar-17,"Marloes Road, Kensington",14,1,6,7
Mar-17,"Marylebone Lane, Marylebone",24,10,0,10
Mar-17,"Melton Street, Euston",27,1,2,3
Mar-17,"Merchant Street, Bow",27,1,2,3
Mar-17,"Mexfield Road, East Putney",18,0,11,11
Mar-17,"Michael Road, Walham Green",37,0,5,5
Mar-17,"Mile End Park Leisure Centre, Mile End",47,1,2,3
Mar-17,"Mile End Stadium, Mile End",22,0,1,1
Mar-17,"Millbank Tower, Pimlico",24,28,22,50
Mar-17,"Millennium Hotel, Mayfair",27,8,9,17
Mar-17,"Millharbour, Millwall",19,3,0,3
Mar-17,"Milroy Walk, South Bank",30,3,10,13
Mar-17,"Monier Road, QEOP",27,1,2,3
Mar-17,"Montgomery Square, Canary Wharf",39,3,0,3
Mar-17,"Montpelier Street, Knightsbridge",16,13,1,14
Mar-17,"Montserrat Road, Putney",23,9,0,9
Mar-17,"Monument Street, Monument",22,16,1,17
Mar-17,"Moor Street, Soho",16,36,4,40
Mar-17,"Moorfields, Moorgate",54,28,4,32
Mar-17,"Morie Street, Wandsworth",28,4,0,4
Mar-17,"Mostyn Grove, Bow",46,1,8,9
Mar-17,"Mudchute DLR, Cubitt Town",31,0,0,0
Mar-17,"Murray Grove, Hoxton",27,3,14,17
Mar-17,"Museum of London, Barbican",52,0,0,0
Mar-17,"Nantes Close, Wandsworth",22,1,2,3
Mar-17,"Napier Avenue, Millwall",20,2,0,2
Mar-17,"Natural History Museum, South Kensington",42,5,5,10
Mar-17,"Naval Row, Blackwall",21,2,0,2
Mar-17,"Nesham Street, Wapping",16,5,6,11
Mar-17,"Nevern Place, Earl's Court",20,1,5,6
Mar-17,"Neville Gill Close, Wandsworth",32,4,0,4
Mar-17,"New Cavendish Street, Marylebone",18,11,1,12
Mar-17,"New Fetter Lane, Holborn",18,58,46,104
Mar-17,"New Globe Walk, Bankside",19,10,23,33
Mar-17,"New Inn Yard, Shoreditch",20,10,1,11
Mar-17,"New Kent Road, The Borough",33,2,2,4
Mar-17,"New North Road, Hoxton",44,0,17,17
Mar-17,"New North Road, Hoxton",44,0,7,7
Mar-17,"New Road, Whitechapel",73,0,0,0
Mar-17,"New Spring Gardens Walk, Vauxhall",40,12,1,13
Mar-17,"Newby Place, Poplar",18,2,0,2
Mar-17,"Newgate Street, St. Paul's",34,115,78,193
Mar-17,"Newton Street, Covent Garden",24,31,14,45
Mar-17,"Normand Park, Fulham",24,3,6,9
Mar-17,"North Audley Street, Mayfair",17,12,3,15
Mar-17,"North Wharf Road, Paddington",25,4,6,10
Mar-17,"Northdown Street, King's Cross",21,1,14,15
Mar-17,"Northfields, Wandsworth",28,1,2,3
Mar-17,"Northington Street, Holborn",19,14,16,30
Mar-17,"Northumberland Avenue, Strand",37,27,1,28
Mar-17,"Norton Folgate, Liverpool Street",23,21,1,22
Mar-17,"Notting Hill Gate Station, Notting Hill",31,1,16,17
Mar-17,"Nutford Place, Marylebone",18,1,12,13
Mar-17,"Old Brompton Road, South Kensington",31,3,4,7
Mar-17,"Old Ford Road, Bethnal Green",24,1,12,13
Mar-17,"Old Montague Street, Whitechapel",18,3,12,15
Mar-17,"Old Quebec Street, Marylebone",16,6,2,8
Mar-17,"Old Street Station, St. Luke's",37,12,5,17
Mar-17,"Olympia Way, Olympia",38,0,6,6
Mar-17,"One Tower Bridge, Bermondsey",13,0,0,0
Mar-17,"Ontario Street, Elephant & Castle",15,4,4,8
Mar-17,"Orbel Street, Battersea",26,0,10,10
Mar-17,"Ormonde Gate, Chelsea",24,3,1,4
Mar-17,"Orsett Terrace, Bayswater",15,0,11,11
Mar-17,"Osiers Road, Wandsworth",30,1,1,2
Mar-17,"Ossulston Street, Somers Town",30,4,7,11
Mar-17,"Oval Way, Vauxhall",21,10,1,11
Mar-17,"Oxford Road, Putney",29,2,0,2
Mar-17,"Paddington Green Police Station, Paddington",39,4,7,11
Mar-17,"Paddington Green, Paddington",20,2,17,19
Mar-17,"Paddington Street, Marylebone",16,4,9,13
Mar-17,"Page Street, Westminster",24,52,29,81
Mar-17,"Palace Gardens Terrace, Notting Hill",37,0,24,24
Mar-17,"Palace Gate, Kensington Gardens",16,4,2,6
Mar-17,"Palissy Street, Shoreditch",26,2,12,14
Mar-17,"Pall Mall East, West End",22,37,0,37
Mar-17,"Pancras Road, King's Cross",16,4,2,6
Mar-17,"Panton Street, West End",21,20,1,21
Mar-17,"Park Lane, Hyde Park",28,7,7,14
Mar-17,"Park Lane, Mayfair",18,2,9,11
Mar-17,"Park Road (Baker Street), Regent's Park",22,2,4,6
Mar-17,"Park Street, Bankside",18,3,7,10
Mar-17,"Parkway, Camden Town",33,6,4,10
Mar-17,"Parsons Green Station, Parsons Green",56,1,10,11
Mar-17,"Parson's Green, Parson's Green",21,1,9,10
Mar-17,"Pembridge Villas, Notting Hill",16,3,4,7
Mar-17,"Penfold Street, Marylebone",15,0,9,9
Mar-17,"Pennington Street, Wapping",45,1,3,4
Mar-17,"Penywern Road, Earl's Court",17,1,11,12
Mar-17,"Percival Street, Finsbury",22,3,12,15
Mar-17,"Peterborough Road, Sands End",30,0,3,3
Mar-17,"Phene Street, Chelsea",23,2,3,5
Mar-17,"Phillimore Gardens, Kensington",37,5,1,6
Mar-17,"Philpot Street, Whitechapel",30,6,5,11
Mar-17,"Pitfield Street (North), Hoxton",28,5,19,24
Mar-17,"Pitfield Street Central, Hoxton",22,3,18,21
Mar-17,"Plough Terrace, Clapham Junction",31,1,7,8
Mar-17,"Podium, QEOP",40,2,2,4
Mar-17,"Pont Street, Knightsbridge",24,2,2,4
Mar-17,"Porchester Place, Paddington",18,1,13,14
Mar-17,"Portland Place, Marylebone",34,6,5,11
Mar-17,"Portman Square, Marylebone",17,11,2,13
Mar-17,"Portugal Street, Holborn",16,11,12,23
Mar-17,"Pott Street, Bethnal Green",20,0,5,5
Mar-17,"Poured Lines, Bankside",31,12,4,16
Mar-17,"Preston's Road, Cubitt Town",26,2,0,2
Mar-17,"Prince Albert Road, Regent's Park",24,0,16,16
Mar-17,"Prince Consort Road, Knightsbridge",18,52,22,74
Mar-17,"Prince of Wales Drive, Battersea Park",21,5,10,15
Mar-17,"Princedale Road, Holland Park",25,0,8,8
Mar-17,"Princes Square, Bayswater",16,0,14,14
Mar-17,"Pritchard's Road, Bethnal Green",30,1,8,9
Mar-17,"Putney Bridge Road, East Putney",29,0,4,4
Mar-17,"Putney Bridge Station, Fulham",21,2,2,4
Mar-17,"Putney Pier, Wandsworth",29,12,0,12
Mar-17,"Putney Rail Station, Putney",20,0,3,3
Mar-17,"Queen Mary's, Mile End",45,4,4,8
Mar-17,"Queen Mother Sports Centre, Victoria",26,17,0,17
